"Trends","Search volume","Started","Ended","Trend breakdown","Explore link"
"김부장 더 유니버스","200+","July 31, 2026 at 10:00:00 PM UTC+9","August 1, 2026 at 1:10:00 AM UTC+9","김부장 더 유니버스","https://trends.google.com/trends/explore?q=%EA%B9%80%EB%B6%80%EC%9E%A5%20%EB%8D%94%20%EC%9C%A0%EB%8B%88%EB%B2%84%EC%8A%A4&geo=KR&hl=en-US"
"허수아비","200+","July 31, 2026 at 10:40:00 PM UTC+9","July 31, 2026 at 11:40:00 PM UTC+9","허수아비,이상이","https://trends.google.com/trends/explore?q=%ED%97%88%EC%88%98%EC%95%84%EB%B9%84&geo=KR&hl=en-US"
"white phosphorus munitions","200+","July 29, 2026 at 8:40:00 AM UTC+9","July 29, 2026 at 8:00:00 PM UTC+9","white phosphorus munitions","https://trends.google.com/trends/explore?q=white%20phosphorus%20munitions&geo=KR&hl=en-US"
"เชลซี พบ เวสเทิร์น ซิดนีย์","500+","July 28, 2026 at 7:10:00 PM UTC+9","July 28, 2026 at 9:50:00 PM UTC+9","เชลซี พบ เวสเทิร์น ซิดนีย์","https://trends.google.com/trends/explore?q=%E0%B9%80%E0%B8%8A%E0%B8%A5%E0%B8%8B%E0%B8%B5%20%E0%B8%9E%E0%B8%9A%20%E0%B9%80%E0%B8%A7%E0%B8%AA%E0%B9%80%E0%B8%97%E0%B8%B4%E0%B8%A3%E0%B9%8C%E0%B8%99%20%E0%B8%8B%E0%B8%B4%E0%B8%94%E0%B8%99%E0%B8%B5%E0%B8%A2%E0%B9%8C&geo=KR&hl=en-US"
"다우 존스 산업평균지수","500+","July 29, 2026 at 6:20:00 AM UTC+9","July 29, 2026 at 8:40:00 AM UTC+9","다우 존스 산업평균지수,마이크론,다우지수","https://trends.google.com/trends/explore?q=%EB%8B%A4%EC%9A%B0%20%EC%A1%B4%EC%8A%A4%20%EC%82%B0%EC%97%85%ED%8F%89%EA%B7%A0%EC%A7%80%EC%88%98&geo=KR&hl=en-US"
"문현빈","200+","August 1, 2026 at 8:00:00 PM UTC+9","August 1, 2026 at 9:20:00 PM UTC+9","문현빈","https://trends.google.com/trends/explore?q=%EB%AC%B8%ED%98%84%EB%B9%88&geo=KR&hl=en-US"
"레바논","100+","July 31, 2026 at 6:30:00 PM UTC+9","August 1, 2026 at 7:50:00 AM UTC+9","레바논","https://trends.google.com/trends/explore?q=%EB%A0%88%EB%B0%94%EB%85%BC&geo=KR&hl=en-US"
"키움","500+","July 29, 2026 at 9:30:00 PM UTC+9","July 30, 2026 at 12:10:00 AM UTC+9","키움,서건창","https://trends.google.com/trends/explore?q=%ED%82%A4%EC%9B%80&geo=KR&hl=en-US"
"유격수","200+","July 28, 2026 at 6:50:00 PM UTC+9","July 29, 2026 at 7:20:00 AM UTC+9","유격수","https://trends.google.com/trends/explore?q=%EC%9C%A0%EA%B2%A9%EC%88%98&geo=KR&hl=en-US"
"딴지일보","200+","August 1, 2026 at 8:00:00 PM UTC+9","August 1, 2026 at 9:20:00 PM UTC+9","딴지일보","https://trends.google.com/trends/explore?q=%EB%94%B4%EC%A7%80%EC%9D%BC%EB%B3%B4&geo=KR&hl=en-US"
"충북제천","100+","August 2, 2026 at 10:10:00 PM UTC+9","August 2, 2026 at 11:10:00 PM UTC+9","충북제천,너구리","https://trends.google.com/trends/explore?q=%EC%B6%A9%EB%B6%81%EC%A0%9C%EC%B2%9C&geo=KR&hl=en-US"
"한화솔루션","200+","July 29, 2026 at 6:00:00 PM UTC+9","July 29, 2026 at 8:10:00 PM UTC+9","한화솔루션","https://trends.google.com/trends/explore?q=%ED%95%9C%ED%99%94%EC%86%94%EB%A3%A8%EC%85%98&geo=KR&hl=en-US"
"카를로스 에스피","200+","July 31, 2026 at 8:10:00 AM UTC+9","July 31, 2026 at 1:50:00 PM UTC+9","카를로스 에스피","https://trends.google.com/trends/explore?q=%EC%B9%B4%EB%A5%BC%EB%A1%9C%EC%8A%A4%20%EC%97%90%EC%8A%A4%ED%94%BC&geo=KR&hl=en-US"
"보그","200+","July 31, 2026 at 7:20:00 PM UTC+9","July 31, 2026 at 10:30:00 PM UTC+9","보그","https://trends.google.com/trends/explore?q=%EB%B3%B4%EA%B7%B8&geo=KR&hl=en-US"
"강재준","200+","July 29, 2026 at 9:20:00 PM UTC+9","July 30, 2026 at 7:10:00 AM UTC+9","강재준","https://trends.google.com/trends/explore?q=%EA%B0%95%EC%9E%AC%EC%A4%80&geo=KR&hl=en-US"
"mlb","500+","August 1, 2026 at 4:00:00 PM UTC+9","August 1, 2026 at 4:30:00 PM UTC+9","mlb","https://trends.google.com/trends/explore?q=mlb&geo=KR&hl=en-US"
"천즈","200+","July 28, 2026 at 3:00:00 PM UTC+9","July 29, 2026 at 7:40:00 AM UTC+9","천즈","https://trends.google.com/trends/explore?q=%EC%B2%9C%EC%A6%88&geo=KR&hl=en-US"
"휴가","200+","July 31, 2026 at 5:30:00 PM UTC+9","July 31, 2026 at 6:40:00 PM UTC+9","휴가","https://trends.google.com/trends/explore?q=%ED%9C%B4%EA%B0%80&geo=KR&hl=en-US"
"제네시스 gv90","200+","July 31, 2026 at 5:40:00 AM UTC+9","July 31, 2026 at 7:00:00 AM UTC+9","제네시스 gv90","https://trends.google.com/trends/explore?q=%EC%A0%9C%EB%84%A4%EC%8B%9C%EC%8A%A4%20gv90&geo=KR&hl=en-US"
"birmingham đấu với barcelona","100+","August 1, 2026 at 6:00:00 AM UTC+9","August 1, 2026 at 10:10:00 AM UTC+9","birmingham đấu với barcelona","https://trends.google.com/trends/explore?q=birmingham%20%C4%91%E1%BA%A5u%20v%E1%BB%9Bi%20barcelona&geo=KR&hl=en-US"
"이정진","200+","July 29, 2026 at 8:20:00 PM UTC+9","July 30, 2026 at 8:50:00 AM UTC+9","이정진","https://trends.google.com/trends/explore?q=%EC%9D%B4%EC%A0%95%EC%A7%84&geo=KR&hl=en-US"
"코끼리","200+","July 30, 2026 at 7:30:00 PM UTC+9","July 31, 2026 at 6:00:00 AM UTC+9","코끼리","https://trends.google.com/trends/explore?q=%EC%BD%94%EB%81%BC%EB%A6%AC&geo=KR&hl=en-US"
"노웨이홈","200+","July 30, 2026 at 10:20:00 PM UTC+9","July 31, 2026 at 2:30:00 AM UTC+9","노웨이홈","https://trends.google.com/trends/explore?q=%EB%85%B8%EC%9B%A8%EC%9D%B4%ED%99%88&geo=KR&hl=en-US"
"ceuta","100+","July 31, 2026 at 5:40:00 PM UTC+9","August 1, 2026 at 9:00:00 AM UTC+9","ceuta","https://trends.google.com/trends/explore?q=ceuta&geo=KR&hl=en-US"
"환율","1K+","July 29, 2026 at 7:00:00 AM UTC+9","July 29, 2026 at 8:30:00 AM UTC+9","환율,달러원환율,달러 환율","https://trends.google.com/trends/explore?q=%ED%99%98%EC%9C%A8&geo=KR&hl=en-US"
"운세","500+","July 31, 2026 at 6:00:00 AM UTC+9","July 31, 2026 at 6:50:00 AM UTC+9","운세","https://trends.google.com/trends/explore?q=%EC%9A%B4%EC%84%B8&geo=KR&hl=en-US"
"373220","200+","July 30, 2026 at 4:50:00 PM UTC+9","July 30, 2026 at 6:20:00 PM UTC+9","373220","https://trends.google.com/trends/explore?q=373220&geo=KR&hl=en-US"
"레알 베티스 대 리옹","200+","July 30, 2026 at 6:20:00 AM UTC+9","July 30, 2026 at 9:40:00 AM UTC+9","레알 베티스 대 리옹","https://trends.google.com/trends/explore?q=%EB%A0%88%EC%95%8C%20%EB%B2%A0%ED%8B%B0%EC%8A%A4%20%EB%8C%80%20%EB%A6%AC%EC%98%B9&geo=KR&hl=en-US"
"테더","100+","July 31, 2026 at 10:10:00 PM UTC+9","August 1, 2026 at 5:30:00 AM UTC+9","테더","https://trends.google.com/trends/explore?q=%ED%85%8C%EB%8D%94&geo=KR&hl=en-US"
"체포","200+","July 30, 2026 at 8:40:00 PM UTC+9","July 30, 2026 at 10:00:00 PM UTC+9","체포","https://trends.google.com/trends/explore?q=%EC%B2%B4%ED%8F%AC&geo=KR&hl=en-US"
"빅뱅","200+","July 29, 2026 at 11:20:00 AM UTC+9","July 29, 2026 at 6:10:00 PM UTC+9","빅뱅","https://trends.google.com/trends/explore?q=%EB%B9%85%EB%B1%85&geo=KR&hl=en-US"
"토스증권","1K+","July 29, 2026 at 1:20:00 PM UTC+9","July 29, 2026 at 2:30:00 PM UTC+9","토스증권","https://trends.google.com/trends/explore?q=%ED%86%A0%EC%8A%A4%EC%A6%9D%EA%B6%8C&geo=KR&hl=en-US"
"질병관리청","100+","August 1, 2026 at 1:00:00 PM UTC+9","August 1, 2026 at 2:40:00 PM UTC+9","질병관리청","https://trends.google.com/trends/explore?q=%EC%A7%88%EB%B3%91%EA%B4%80%EB%A6%AC%EC%B2%AD&geo=KR&hl=en-US"
"대한민국 과학기술정보통신부","200+","July 30, 2026 at 6:50:00 AM UTC+9","July 30, 2026 at 9:50:00 AM UTC+9","대한민국 과학기술정보통신부","https://trends.google.com/trends/explore?q=%EB%8C%80%ED%95%9C%EB%AF%BC%EA%B5%AD%20%EA%B3%BC%ED%95%99%EA%B8%B0%EC%88%A0%EC%A0%95%EB%B3%B4%ED%86%B5%EC%8B%A0%EB%B6%80&geo=KR&hl=en-US"
"최정원","200+","July 29, 2026 at 10:20:00 PM UTC+9","July 30, 2026 at 3:40:00 AM UTC+9","최정원","https://trends.google.com/trends/explore?q=%EC%B5%9C%EC%A0%95%EC%9B%90&geo=KR&hl=en-US"
"춘천 닭갈비·막국수 축제","100+","August 1, 2026 at 5:30:00 AM UTC+9","August 1, 2026 at 8:10:00 AM UTC+9","춘천 닭갈비·막국수 축제","https://trends.google.com/trends/explore?q=%EC%B6%98%EC%B2%9C%20%EB%8B%AD%EA%B0%88%EB%B9%84%C2%B7%EB%A7%89%EA%B5%AD%EC%88%98%20%EC%B6%95%EC%A0%9C&geo=KR&hl=en-US"
"l g 에너지 솔루션","200+","July 29, 2026 at 5:30:00 AM UTC+9","July 29, 2026 at 9:10:00 AM UTC+9","l g 에너지 솔루션","https://trends.google.com/trends/explore?q=l%20g%20%EC%97%90%EB%84%88%EC%A7%80%20%EC%86%94%EB%A3%A8%EC%85%98&geo=KR&hl=en-US"
"소방","200+","July 30, 2026 at 7:00:00 AM UTC+9","July 30, 2026 at 8:20:00 AM UTC+9","소방","https://trends.google.com/trends/explore?q=%EC%86%8C%EB%B0%A9&geo=KR&hl=en-US"
"정호영","200+","July 28, 2026 at 8:00:00 PM UTC+9","July 29, 2026 at 7:00:00 AM UTC+9","정호영","https://trends.google.com/trends/explore?q=%EC%A0%95%ED%98%B8%EC%98%81&geo=KR&hl=en-US"
"휴대용 방공 미사일","200+","July 30, 2026 at 5:50:00 AM UTC+9","July 30, 2026 at 2:10:00 PM UTC+9","휴대용 방공 미사일","https://trends.google.com/trends/explore?q=%ED%9C%B4%EB%8C%80%EC%9A%A9%20%EB%B0%A9%EA%B3%B5%20%EB%AF%B8%EC%82%AC%EC%9D%BC&geo=KR&hl=en-US"
"오클라호마시티 선더","200+","July 28, 2026 at 3:50:00 PM UTC+9","July 28, 2026 at 8:10:00 PM UTC+9","오클라호마시티 선더","https://trends.google.com/trends/explore?q=%EC%98%A4%ED%81%B4%EB%9D%BC%ED%98%B8%EB%A7%88%EC%8B%9C%ED%8B%B0%20%EC%84%A0%EB%8D%94&geo=KR&hl=en-US"
"best places to retire","100+","August 2, 2026 at 3:30:00 AM UTC+9","August 2, 2026 at 7:10:00 AM UTC+9","best places to retire","https://trends.google.com/trends/explore?q=best%20places%20to%20retire&geo=KR&hl=en-US"
"glen hansard","200+","July 29, 2026 at 11:30:00 PM UTC+9","July 30, 2026 at 9:20:00 AM UTC+9","glen hansard","https://trends.google.com/trends/explore?q=glen%20hansard&geo=KR&hl=en-US"
"박세웅","200+","July 28, 2026 at 7:50:00 PM UTC+9","July 29, 2026 at 9:30:00 AM UTC+9","박세웅","https://trends.google.com/trends/explore?q=%EB%B0%95%EC%84%B8%EC%9B%85&geo=KR&hl=en-US"
"k리그2","200+","July 30, 2026 at 7:30:00 AM UTC+9","July 30, 2026 at 9:20:00 AM UTC+9","k리그2","https://trends.google.com/trends/explore?q=k%EB%A6%AC%EA%B7%B82&geo=KR&hl=en-US"
"경기도","100+","August 3, 2026 at 3:10:00 PM UTC+9","August 3, 2026 at 3:30:00 PM UTC+9","경기도","https://trends.google.com/trends/explore?q=%EA%B2%BD%EA%B8%B0%EB%8F%84&geo=KR&hl=en-US"
"여자 축구","100+","July 31, 2026 at 8:50:00 PM UTC+9","August 1, 2026 at 8:30:00 AM UTC+9","여자 축구","https://trends.google.com/trends/explore?q=%EC%97%AC%EC%9E%90%20%EC%B6%95%EA%B5%AC&geo=KR&hl=en-US"
"이윤진","200+","July 30, 2026 at 7:30:00 AM UTC+9","July 30, 2026 at 10:00:00 AM UTC+9","이윤진","https://trends.google.com/trends/explore?q=%EC%9D%B4%EC%9C%A4%EC%A7%84&geo=KR&hl=en-US"
"토마호크","100+","July 31, 2026 at 2:30:00 AM UTC+9","July 31, 2026 at 8:30:00 AM UTC+9","토마호크","https://trends.google.com/trends/explore?q=%ED%86%A0%EB%A7%88%ED%98%B8%ED%81%AC&geo=KR&hl=en-US"
"열펌프","100+","August 1, 2026 at 5:40:00 AM UTC+9","August 1, 2026 at 9:50:00 AM UTC+9","열펌프","https://trends.google.com/trends/explore?q=%EC%97%B4%ED%8E%8C%ED%94%84&geo=KR&hl=en-US"
"서인영","200+","July 31, 2026 at 6:20:00 AM UTC+9","July 31, 2026 at 7:20:00 AM UTC+9","서인영","https://trends.google.com/trends/explore?q=%EC%84%9C%EC%9D%B8%EC%98%81&geo=KR&hl=en-US"
"iren","200+","July 31, 2026 at 6:30:00 AM UTC+9","July 31, 2026 at 8:00:00 AM UTC+9","iren","https://trends.google.com/trends/explore?q=iren&geo=KR&hl=en-US"
"이호재","200+","July 30, 2026 at 5:30:00 PM UTC+9","July 30, 2026 at 7:40:00 PM UTC+9","이호재","https://trends.google.com/trends/explore?q=%EC%9D%B4%ED%98%B8%EC%9E%AC&geo=KR&hl=en-US"
"sadie sink","200+","July 29, 2026 at 10:40:00 PM UTC+9","July 30, 2026 at 3:00:00 AM UTC+9","sadie sink,spider man brand new day","https://trends.google.com/trends/explore?q=sadie%20sink&geo=KR&hl=en-US"
"지민","200+","July 30, 2026 at 5:50:00 PM UTC+9","July 30, 2026 at 6:50:00 PM UTC+9","지민","https://trends.google.com/trends/explore?q=%EC%A7%80%EB%AF%BC&geo=KR&hl=en-US"
"임대차","200+","July 31, 2026 at 5:30:00 PM UTC+9","July 31, 2026 at 6:40:00 PM UTC+9","임대차","https://trends.google.com/trends/explore?q=%EC%9E%84%EB%8C%80%EC%B0%A8&geo=KR&hl=en-US"
"ramayana trailer 2026","100+","July 31, 2026 at 12:00:00 AM UTC+9","July 31, 2026 at 3:20:00 AM UTC+9","ramayana trailer 2026","https://trends.google.com/trends/explore?q=ramayana%20trailer%202026&geo=KR&hl=en-US"
"경기도교육감","200+","July 30, 2026 at 7:50:00 AM UTC+9","July 30, 2026 at 9:20:00 AM UTC+9","경기도교육감","https://trends.google.com/trends/explore?q=%EA%B2%BD%EA%B8%B0%EB%8F%84%EA%B5%90%EC%9C%A1%EA%B0%90&geo=KR&hl=en-US"
"김아림","200+","July 28, 2026 at 5:00:00 PM UTC+9","July 29, 2026 at 7:50:00 AM UTC+9","김아림","https://trends.google.com/trends/explore?q=%EA%B9%80%EC%95%84%EB%A6%BC&geo=KR&hl=en-US"
"유재석","200+","July 28, 2026 at 5:10:00 PM UTC+9","July 29, 2026 at 8:20:00 AM UTC+9","유재석","https://trends.google.com/trends/explore?q=%EC%9C%A0%EC%9E%AC%EC%84%9D&geo=KR&hl=en-US"
"고양시","200+","July 29, 2026 at 12:20:00 PM UTC+9","July 29, 2026 at 2:30:00 PM UTC+9","고양시","https://trends.google.com/trends/explore?q=%EA%B3%A0%EC%96%91%EC%8B%9C&geo=KR&hl=en-US"
"빅터 레이예스","200+","July 31, 2026 at 1:40:00 PM UTC+9","July 31, 2026 at 3:00:00 PM UTC+9","빅터 레이예스","https://trends.google.com/trends/explore?q=%EB%B9%85%ED%84%B0%20%EB%A0%88%EC%9D%B4%EC%98%88%EC%8A%A4&geo=KR&hl=en-US"
"최원태","200+","July 28, 2026 at 8:00:00 PM UTC+9","July 29, 2026 at 4:50:00 AM UTC+9","최원태","https://trends.google.com/trends/explore?q=%EC%B5%9C%EC%9B%90%ED%83%9C&geo=KR&hl=en-US"
"조복래","200+","July 29, 2026 at 3:20:00 PM UTC+9","July 29, 2026 at 5:10:00 PM UTC+9","조복래","https://trends.google.com/trends/explore?q=%EC%A1%B0%EB%B3%B5%EB%9E%98&geo=KR&hl=en-US"
"캐시워크 정답","200+","July 28, 2026 at 11:30:00 AM UTC+9","July 28, 2026 at 8:40:00 PM UTC+9","캐시워크 정답","https://trends.google.com/trends/explore?q=%EC%BA%90%EC%8B%9C%EC%9B%8C%ED%81%AC%20%EC%A0%95%EB%8B%B5&geo=KR&hl=en-US"
"황치열","200+","July 28, 2026 at 6:30:00 PM UTC+9","July 29, 2026 at 6:10:00 AM UTC+9","황치열","https://trends.google.com/trends/explore?q=%ED%99%A9%EC%B9%98%EC%97%B4&geo=KR&hl=en-US"
"kiro","200+","July 29, 2026 at 9:30:00 PM UTC+9","July 30, 2026 at 9:40:00 AM UTC+9","kiro","https://trends.google.com/trends/explore?q=kiro&geo=KR&hl=en-US"
"회사","500+","July 28, 2026 at 12:00:00 PM UTC+9","July 28, 2026 at 1:10:00 PM UTC+9","회사","https://trends.google.com/trends/explore?q=%ED%9A%8C%EC%82%AC&geo=KR&hl=en-US"
"오승환","200+","July 29, 2026 at 5:40:00 PM UTC+9","July 29, 2026 at 7:20:00 PM UTC+9","오승환","https://trends.google.com/trends/explore?q=%EC%98%A4%EC%8A%B9%ED%99%98&geo=KR&hl=en-US"
"일본 금리","200+","July 31, 2026 at 12:00:00 PM UTC+9","July 31, 2026 at 1:20:00 PM UTC+9","일본 금리,중앙은행","https://trends.google.com/trends/explore?q=%EC%9D%BC%EB%B3%B8%20%EA%B8%88%EB%A6%AC&geo=KR&hl=en-US"
"voo","100+","August 1, 2026 at 6:30:00 AM UTC+9","August 1, 2026 at 8:30:00 AM UTC+9","voo","https://trends.google.com/trends/explore?q=voo&geo=KR&hl=en-US"
"한미반도체 주가","200+","July 31, 2026 at 9:30:00 AM UTC+9","July 31, 2026 at 3:20:00 PM UTC+9","한미반도체 주가","https://trends.google.com/trends/explore?q=%ED%95%9C%EB%AF%B8%EB%B0%98%EB%8F%84%EC%B2%B4%20%EC%A3%BC%EA%B0%80&geo=KR&hl=en-US"
"마이클 캐릭","200+","July 30, 2026 at 7:40:00 PM UTC+9","July 30, 2026 at 9:00:00 PM UTC+9","마이클 캐릭","https://trends.google.com/trends/explore?q=%EB%A7%88%EC%9D%B4%ED%81%B4%20%EC%BA%90%EB%A6%AD&geo=KR&hl=en-US"
"캐시워크 정답","200+","July 31, 2026 at 7:20:00 PM UTC+9","July 31, 2026 at 8:20:00 PM UTC+9","캐시워크 정답","https://trends.google.com/trends/explore?q=%EC%BA%90%EC%8B%9C%EC%9B%8C%ED%81%AC%20%EC%A0%95%EB%8B%B5&geo=KR&hl=en-US"
"한식대첩","100+","July 31, 2026 at 7:40:00 PM UTC+9","August 1, 2026 at 5:20:00 AM UTC+9","한식대첩","https://trends.google.com/trends/explore?q=%ED%95%9C%EC%8B%9D%EB%8C%80%EC%B2%A9&geo=KR&hl=en-US"
"연합인포맥스","200+","July 28, 2026 at 9:20:00 PM UTC+9","July 29, 2026 at 8:40:00 AM UTC+9","연합인포맥스","https://trends.google.com/trends/explore?q=%EC%97%B0%ED%95%A9%EC%9D%B8%ED%8F%AC%EB%A7%A5%EC%8A%A4&geo=KR&hl=en-US"
"의사","100+","August 1, 2026 at 6:50:00 AM UTC+9","August 1, 2026 at 8:00:00 AM UTC+9","의사","https://trends.google.com/trends/explore?q=%EC%9D%98%EC%82%AC&geo=KR&hl=en-US"
"kospi","200+","July 31, 2026 at 9:30:00 AM UTC+9","July 31, 2026 at 10:40:00 AM UTC+9","kospi","https://trends.google.com/trends/explore?q=kospi&geo=KR&hl=en-US"
"정우주","500+","July 31, 2026 at 12:20:00 PM UTC+9","July 31, 2026 at 12:50:00 PM UTC+9","정우주","https://trends.google.com/trends/explore?q=%EC%A0%95%EC%9A%B0%EC%A3%BC&geo=KR&hl=en-US"
"지진희","200+","July 28, 2026 at 4:30:00 PM UTC+9","July 28, 2026 at 6:00:00 PM UTC+9","지진희","https://trends.google.com/trends/explore?q=%EC%A7%80%EC%A7%84%ED%9D%AC&geo=KR&hl=en-US"
"넥슨","500+","August 1, 2026 at 12:20:00 AM UTC+9","August 1, 2026 at 1:10:00 AM UTC+9","넥슨","https://trends.google.com/trends/explore?q=%EB%84%A5%EC%8A%A8&geo=KR&hl=en-US"
"통영 살인 사건","100+","July 28, 2026 at 8:40:00 PM UTC+9","July 29, 2026 at 8:50:00 AM UTC+9","통영 살인 사건","https://trends.google.com/trends/explore?q=%ED%86%B5%EC%98%81%20%EC%82%B4%EC%9D%B8%20%EC%82%AC%EA%B1%B4&geo=KR&hl=en-US"
"엘지트윈스","200+","July 31, 2026 at 1:50:00 PM UTC+9","July 31, 2026 at 2:50:00 PM UTC+9","엘지트윈스","https://trends.google.com/trends/explore?q=%EC%97%98%EC%A7%80%ED%8A%B8%EC%9C%88%EC%8A%A4&geo=KR&hl=en-US"
"베스킨라빈스","100+","July 31, 2026 at 6:40:00 PM UTC+9","July 31, 2026 at 9:30:00 PM UTC+9","베스킨라빈스","https://trends.google.com/trends/explore?q=%EB%B2%A0%EC%8A%A4%ED%82%A8%EB%9D%BC%EB%B9%88%EC%8A%A4&geo=KR&hl=en-US"
"tqqq","200+","August 1, 2026 at 6:30:00 AM UTC+9","August 1, 2026 at 7:30:00 AM UTC+9","tqqq","https://trends.google.com/trends/explore?q=tqqq&geo=KR&hl=en-US"
"vix","200+","August 1, 2026 at 6:30:00 AM UTC+9","August 1, 2026 at 7:40:00 AM UTC+9","vix","https://trends.google.com/trends/explore?q=vix&geo=KR&hl=en-US"
"휴머노이드 로봇","100+","August 1, 2026 at 7:30:00 AM UTC+9","August 1, 2026 at 8:30:00 AM UTC+9","휴머노이드 로봇","https://trends.google.com/trends/explore?q=%ED%9C%B4%EB%A8%B8%EB%85%B8%EC%9D%B4%EB%93%9C%20%EB%A1%9C%EB%B4%87&geo=KR&hl=en-US"
"알뜰폰","100+","August 1, 2026 at 11:10:00 AM UTC+9","August 1, 2026 at 2:00:00 PM UTC+9","알뜰폰","https://trends.google.com/trends/explore?q=%EC%95%8C%EB%9C%B0%ED%8F%B0&geo=KR&hl=en-US"
"afc u-23 아시안컵","100+","July 31, 2026 at 12:50:00 PM UTC+9","July 31, 2026 at 5:00:00 PM UTC+9","afc u-23 아시안컵","https://trends.google.com/trends/explore?q=afc%20u-23%20%EC%95%84%EC%8B%9C%EC%95%88%EC%BB%B5&geo=KR&hl=en-US"
"만치니","100+","July 28, 2026 at 11:00:00 PM UTC+9","July 29, 2026 at 3:00:00 AM UTC+9","만치니","https://trends.google.com/trends/explore?q=%EB%A7%8C%EC%B9%98%EB%8B%88&geo=KR&hl=en-US"
"atlético madrid vs getafe","200+","July 30, 2026 at 7:00:00 AM UTC+9","July 30, 2026 at 8:30:00 AM UTC+9","atlético madrid vs getafe","https://trends.google.com/trends/explore?q=atl%C3%A9tico%20madrid%20vs%20getafe&geo=KR&hl=en-US"
"화학무기","200+","July 28, 2026 at 4:50:00 PM UTC+9","July 28, 2026 at 6:20:00 PM UTC+9","화학무기","https://trends.google.com/trends/explore?q=%ED%99%94%ED%95%99%EB%AC%B4%EA%B8%B0&geo=KR&hl=en-US"
"cgv","500+","July 29, 2026 at 12:00:00 PM UTC+9","July 29, 2026 at 1:00:00 PM UTC+9","cgv","https://trends.google.com/trends/explore?q=cgv&geo=KR&hl=en-US"
"한국공항공사","100+","July 31, 2026 at 12:00:00 AM UTC+9","July 31, 2026 at 9:20:00 AM UTC+9","한국공항공사","https://trends.google.com/trends/explore?q=%ED%95%9C%EA%B5%AD%EA%B3%B5%ED%95%AD%EA%B3%B5%EC%82%AC&geo=KR&hl=en-US"
"하이닉스 주식","200+","July 29, 2026 at 1:20:00 PM UTC+9","July 29, 2026 at 3:00:00 PM UTC+9","하이닉스 주식","https://trends.google.com/trends/explore?q=%ED%95%98%EC%9D%B4%EB%8B%89%EC%8A%A4%20%EC%A3%BC%EC%8B%9D&geo=KR&hl=en-US"
"킥보드","200+","July 29, 2026 at 7:20:00 PM UTC+9","July 29, 2026 at 9:10:00 PM UTC+9","킥보드","https://trends.google.com/trends/explore?q=%ED%82%A5%EB%B3%B4%EB%93%9C&geo=KR&hl=en-US"
"메가박스","500+","July 29, 2026 at 12:40:00 AM UTC+9","July 29, 2026 at 1:30:00 PM UTC+9","메가박스","https://trends.google.com/trends/explore?q=%EB%A9%94%EA%B0%80%EB%B0%95%EC%8A%A4&geo=KR&hl=en-US"
"경상남도","100+","July 31, 2026 at 11:30:00 AM UTC+9","July 31, 2026 at 12:50:00 PM UTC+9","경상남도","https://trends.google.com/trends/explore?q=%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84&geo=KR&hl=en-US"
"한국반도체","100+","July 30, 2026 at 10:30:00 PM UTC+9","July 31, 2026 at 7:50:00 AM UTC+9","한국반도체","https://trends.google.com/trends/explore?q=%ED%95%9C%EA%B5%AD%EB%B0%98%EB%8F%84%EC%B2%B4&geo=KR&hl=en-US"
"의과대학","200+","July 29, 2026 at 6:40:00 PM UTC+9","July 29, 2026 at 7:30:00 PM UTC+9","의과대학","https://trends.google.com/trends/explore?q=%EC%9D%98%EA%B3%BC%EB%8C%80%ED%95%99&geo=KR&hl=en-US"
"leopold aschenbrenner","100+","July 31, 2026 at 7:20:00 AM UTC+9","July 31, 2026 at 12:30:00 PM UTC+9","leopold aschenbrenner","https://trends.google.com/trends/explore?q=leopold%20aschenbrenner&geo=KR&hl=en-US"
